ticker	lastOpen	lastClose	Index	Market Cap	Income	Sales	Book/sh	Cash/sh	Dividend	Dividend %	Employees	Optionable	Shortable	Recom	P/E	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	Quick Ratio	Current Ratio	Debt/Eq	LT Debt/Eq	SMA20	EPS (ttm)	EPS next Y	EPS next Q	EPS this Y	EPS next 5Y	EPS past 5Y	Sales past 5Y	Sales Q/Q	EPS Q/Q	Earnings	SMA50	Insider Own	Insider Trans	Inst Own	ROA	ROE	ROI	Gross Margin	Oper. Margin	Profit Margin	Payout	Shs Outstand	Shs Float	Short Float	Short Ratio	Target Price	52W Range	52W High	52W Low	RSI (14)	Rel Volume	Avg Volume	Perf Week	Perf Month	Perf Quarter	Perf Half Y	Perf Year	Perf YTD	Beta	ATR	Volatility	Prev Close	Price
BBUC	22.18	22.24	-	2.12B	-180.20M	12.36B	-11.94	9.07	0.32	1.42%	-	No	Yes	-	-	-	-	0.17	-	2.45	-	0.60	0.70	-	-	-10.36%	-2.46	-	-	122.00%	-	-	-	-5.00%	1100.00%	-	-12.51%	0.47%	0.00%	78.66%	-	-	8.30%	15.50%	-	-	-	73.09M	72.58M	0.01%	0.04	-	21.55 - 34.92	-36.31%	3.20%	38.18	0.31	140.42K	-3.35%	-18.24%	-26.50%	-	-	-20.57%	-	1.35	4.97% 5.62%	22.48	-
NGMS	12.6	12.8	-	326.27M	-0.20M	50.40M	2.32	1.60	-	-	156	Yes	Yes	1.50	-	18.47	-	6.47	5.52	7.98	-	4.10	4.10	0.37	0.35	-8.83%	-0.01	0.69	0.09	-35.90%	-	-	-	0.00%	-123.50%	May 11 AMC	-4.93%	50.74%	0.00%	51.70%	-0.20%	-0.30%	-1.40%	-	-10.60%	-0.40%	-	25.59M	12.74M	5.22%	2.62	23.00	10.69 - 59.76	-78.58%	19.74%	42.62	1.24	253.66K	-4.55%	-15.46%	-11.54%	-51.64%	-78.03%	-53.92%	-	1.00	8.48% 7.21%	12.62	23.00
OC	79.58	79.5	-	7.70B	1.09B	8.93B	43.63	7.72	1.40	1.76%	20000	Yes	Yes	2.50	7.50	6.97	0.53	0.86	1.82	10.29	8.28	1.10	1.70	0.68	0.68	-0.19%	10.60	11.41	3.33	370.50%	14.12%	22.90%	8.40%	22.50%	53.10%	Jul 27 BMO	-9.62%	0.70%	-1.82%	-	10.80%	25.70%	15.20%	27.00%	17.60%	12.20%	10.60%	99.50M	96.52M	3.81%	3.69	107.06	72.97 - 101.12	-21.38%	8.95%	44.87	0.97	997.33K	6.98%	-18.48%	-5.74%	-15.15%	-15.86%	-12.15%	1.44	2.97	3.76% 3.74%	79.30	107.06
L	58.95	57.93	S&P 500	14.43B	1.66B	14.52B	66.84	3.20	0.25	0.43%	10340	Yes	Yes	3.00	9.00	-	0.64	0.99	0.87	18.08	6.19	-	-	0.56	0.54	-2.11%	6.44	-	-	282.60%	14.03%	25.70%	2.20%	-4.90%	39.60%	May 02 BMO	-6.53%	0.10%	-69.51%	62.00%	2.00%	9.40%	7.90%	-	18.40%	11.40%	3.90%	247.97M	203.36M	0.71%	1.45	-	51.35 - 68.20	-15.06%	12.81%	38.27	1.00	991.25K	-2.24%	-10.67%	-8.57%	-1.45%	9.55%	0.29%	0.86	1.43	2.34% 2.18%	58.63	-
SPWR	16.57	17.98	-	2.92B	7.60M	1.43B	2.07	2.78	-	-	3660	Yes	Yes	2.90	382.55	27.37	-	2.04	8.69	6.47	-	0.90	1.10	1.48	0.00	5.96%	0.05	0.66	0.02	-107.00%	-	41.80%	-12.30%	45.90%	95.50%	May 05 AMC	6.37%	0.40%	0.00%	37.40%	-	-	-3.50%	17.30%	-	-	-	173.38M	84.57M	18.75%	5.36	19.66	12.78 - 34.61	-48.05%	40.69%	55.17	1.20	2.96M	13.73%	-7.13%	-19.98%	-9.10%	-34.81%	-13.85%	2.07	1.22	7.58% 7.03%	16.79	19.66
ATCO	10.44	10.48	-	2.61B	408.80M	1.68B	14.73	1.08	0.50	4.77%	6200	Yes	Yes	2.50	6.94	5.98	0.33	1.55	0.71	9.74	-	0.40	0.40	1.53	1.32	-6.35%	1.51	1.75	0.40	151.80%	21.00%	21.70%	13.40%	9.50%	81.60%	May 11 AMC	-13.44%	26.48%	0.00%	66.00%	3.90%	11.50%	6.60%	79.20%	39.70%	24.30%	30.20%	247.02M	186.24M	3.16%	8.64	16.75	10.12 - 16.49	-36.45%	3.51%	34.14	0.59	681.99K	-2.15%	-21.26%	-21.85%	-25.99%	-21.20%	-26.09%	1.15	0.39	3.16% 3.39%	10.38	16.75
BCC	61.56	61.04	-	2.43B	865.90M	8.43B	41.77	23.22	0.48	0.79%	6140	Yes	Yes	2.40	2.80	6.47	1.22	0.29	1.46	2.63	5.19	1.80	2.80	0.29	0.29	-5.94%	21.80	9.44	4.79	305.00%	2.30%	78.80%	15.20%	27.70%	102.20%	May 06 BMO	-15.32%	1.30%	-2.18%	94.80%	31.70%	62.70%	40.20%	22.00%	13.90%	10.30%	2.60%	39.47M	39.18M	2.30%	2.24	74.83	43.20 - 85.17	-28.33%	41.29%	40.21	0.70	403.04K	2.61%	-28.19%	-5.98%	-10.36%	19.63%	-11.59%	1.58	3.21	4.03% 4.95%	61.49	74.83
CSWC	18.83	18.93	-	479.31M	60.00M	82.20M	17.41	0.45	1.92	10.14%	23	Yes	Yes	2.10	7.22	8.52	7.22	5.83	1.09	42.04	-	-	-	1.26	1.26	-0.69%	2.62	2.22	0.48	-3.50%	1.00%	12.20%	28.50%	22.10%	55.80%	May 23 AMC	-10.45%	2.80%	0.92%	25.20%	4.80%	11.00%	4.50%	75.80%	52.70%	52.10%	94.50%	24.18M	23.81M	1.65%	1.91	25.64	17.79 - 27.66	-31.57%	6.41%	40.49	0.42	206.50K	2.77%	-12.78%	-18.03%	-22.68%	-25.67%	-24.55%	1.19	0.51	2.33% 2.73%	18.73	25.64
KD	10.21	10.26	-	2.33B	-2054.00M	18.32B	11.66	9.38	-	-	90000	Yes	Yes	3.00	-	-	-	0.13	0.88	1.09	-	1.20	1.20	1.23	1.19	3.83%	-9.17	-1.67	-0.86	-15.20%	-	-	-	-7.10%	53.70%	Aug 03 AMC	-8.84%	10.70%	-48.93%	45.50%	-16.50%	-52.80%	-39.10%	12.80%	-9.30%	-11.20%	-	224.40M	204.05M	5.54%	4.12	18.00	9.10 - 52.00	-80.27%	12.75%	48.03	0.66	2.74M	4.91%	-7.15%	-18.76%	-41.97%	-	-43.31%	-	0.61	5.28% 5.85%	10.34	18.00
UNTY	26.66	26.84	-	279.67M	36.70M	85.30M	20.58	19.12	0.44	1.64%	208	No	Yes	2.00	7.72	7.28	-	3.28	1.30	1.40	19.29	-	-	0.05	0.05	-0.70%	3.48	3.69	0.85	56.60%	-	19.90%	12.50%	2.40%	6.20%	Apr 14 AMC	-3.77%	3.10%	-3.20%	48.80%	1.80%	18.20%	30.00%	-	93.20%	43.00%	10.80%	10.45M	7.37M	0.19%	0.21	34.00	21.32 - 31.37	-14.44%	25.89%	45.49	0.77	67.56K	1.36%	-6.12%	-1.50%	-0.19%	25.89%	2.25%	1.07	0.72	2.25% 2.81%	26.64	34.00
TTMI	11.91	12.01	-	1.21B	74.90M	2.30B	14.11	-	-	-	16100	Yes	Yes	2.00	17.28	7.94	0.86	0.52	0.85	-	13.73	2.20	2.40	0.65	0.65	-6.08%	0.69	1.51	0.33	426.60%	20.00%	7.90%	-2.40%	10.40%	653.30%	May 04 AMC	-11.78%	2.30%	-1.16%	-	2.50%	5.10%	4.00%	16.60%	5.70%	3.20%	0.00%	102.61M	94.42M	2.71%	3.50	17.96	9.76 - 15.89	-24.42%	23.06%	37.29	0.57	733.22K	-3.92%	-17.96%	-15.54%	-23.89%	-14.58%	-19.40%	1.56	0.45	3.03% 3.66%	11.95	17.96
NGVT	63.92	63.69	-	2.47B	130.20M	1.45B	17.59	5.73	-	-	1850	Yes	Yes	2.10	19.41	9.43	3.13	1.70	3.62	11.12	16.30	0.90	1.30	1.84	1.38	-1.93%	3.28	6.75	1.63	-32.50%	6.20%	28.80%	8.90%	19.50%	29.40%	May 04 AMC	-3.31%	0.70%	0.00%	94.50%	5.30%	19.30%	6.10%	36.10%	12.30%	9.00%	0.00%	39.01M	38.54M	2.70%	5.00	91.38	56.31 - 88.58	-28.10%	13.11%	45.38	0.68	208.20K	0.87%	-14.05%	3.49%	-14.14%	-21.01%	-11.17%	1.90	2.52	3.84% 3.81%	63.85	91.38
LVS	35.2	34.38	S&P 500	27.00B	-1315.00M	3.98B	5.93	8.19	-	-	44500	Yes	Yes	2.30	-	20.25	-	6.78	5.80	4.20	-	3.10	3.10	3.31	3.29	3.01%	-1.72	1.70	-0.22	20.00%	-1.75%	-22.10%	-17.80%	-21.20%	-74.50%	Apr 27 AMC	1.58%	0.10%	0.00%	38.70%	8.90%	66.50%	-4.90%	36.90%	-25.90%	46.40%	0.00%	764.00M	330.73M	5.37%	2.56	46.08	28.88 - 51.67	-33.46%	19.06%	52.14	0.78	6.96M	2.35%	-4.05%	-7.08%	-7.01%	-31.58%	-8.66%	1.26	1.61	3.44% 4.55%	35.33	46.08
EFOI	1.11	1	-	7.90M	-9.10M	9.30M	0.53	0.11	-	-	58	No	Yes	2.00	-	-	-	0.85	1.89	8.78	-	0.40	1.30	1.26	0.00	-41.96%	-1.74	-0.22	-	5.50%	35.00%	24.90%	-20.50%	-19.20%	3.60%	May 12 BMO	-24.44%	1.30%	0.00%	4.80%	-67.80%	-183.60%	-69.60%	12.00%	-87.70%	-97.60%	-	6.44M	5.14M	17.17%	0.23	6.00	0.76 - 6.12	-83.66%	31.98%	35.68	0.08	3.79M	-23.08%	-56.14%	-21.88%	-73.96%	-74.81%	-76.58%	2.34	0.27	14.24% 15.38%	1.02	6.00
AMBC	11.79	11.74	-	533.70M	-29.00M	272.00M	19.55	1.32	-	-	132	Yes	Yes	3.00	-	-	-	1.96	0.60	8.90	-	-	-	6.97	6.97	5.13%	-0.63	-3.04	-0.75	93.60%	11.00%	-18.80%	-13.50%	18.20%	-50.50%	May 10 AMC	17.82%	2.00%	7.92%	85.80%	-0.20%	-2.80%	2.30%	-	60.30%	-10.70%	-	46.73M	44.18M	8.33%	5.78	9.00	7.24 - 17.86	-34.27%	62.15%	61.43	0.42	637.45K	3.44%	4.92%	35.72%	-25.74%	-22.15%	-26.85%	1.33	0.48	3.93% 4.27%	11.85	9.00
PGRE	7.26	7.14	-	1.60B	-13.50M	729.30M	16.45	2.07	0.31	4.34%	318	Yes	Yes	2.60	-	158.67	-	2.19	0.43	3.46	13.68	-	-	1.07	1.07	-4.93%	-0.06	0.04	-0.02	-5.50%	-	-15.40%	1.20%	1.40%	193.10%	Jul 26 AMC	-15.35%	0.10%	0.00%	69.20%	-0.20%	-0.40%	2.20%	63.60%	23.70%	-1.80%	-	218.78M	185.11M	3.68%	3.81	10.75	7.06 - 11.53	-38.10%	1.13%	34.76	1.16	1.79M	-1.24%	-18.68%	-34.44%	-21.80%	-27.37%	-14.39%	1.20	0.29	3.53% 3.87%	7.29	10.75
BOXD	1.85	1.85	-	133.00M	-	177.27M	-0.44	0.97	-	-	250	Yes	Yes	2.00	-	-	-	0.75	-	1.90	-	1.30	1.40	-	-	-2.94%	-3.62	-1.02	-0.41	-101.00%	-	-	-	4.20%	-	May 10 AMC	-70.89%	6.30%	4.42%	39.30%	-	-	-41.30%	-	-	-	-	66.86M	56.63M	4.07%	0.35	11.50	1.27 - 17.05	-89.15%	45.67%	32.16	0.32	6.60M	0.00%	-48.18%	-81.70%	-84.52%	-81.26%	-86.50%	-	0.50	11.40% 23.21%	1.93	11.50
PT	1.03	1.11	-	8.90M	-15.20M	25.90M	-19.58	4.29	-	-	124	No	Yes	-	-	-	-	0.34	-	0.26	-	1.30	1.30	-	-	-40.00%	-8.86	-	-	65.70%	-	18.20%	25.90%	-84.00%	93.90%	Apr 28 BMO	-44.67%	6.78%	0.00%	0.30%	-10.80%	100.70%	-47.90%	48.20%	-44.40%	-58.70%	-	43.34M	28.06M	0.11%	1.54	-	1.00 - 7.10	-84.37%	11.00%	27.09	4.63	19.38K	-23.97%	-41.27%	-69.59%	-51.73%	-76.14%	-49.65%	-0.26	0.19	14.24% 11.43%	1.03	-
DCPH	13.26	13.09	-	891.30M	-285.60M	100.20M	4.63	3.77	-	-	280	Yes	Yes	2.70	-	-	-	8.90	2.83	3.47	-	3.50	3.70	0.00	0.00	3.72%	-4.90	-2.35	-0.66	-8.10%	21.00%	-43.60%	-	15.90%	24.60%	May 04 BMO	13.97%	27.70%	8.76%	69.40%	-62.10%	-81.40%	-98.50%	96.90%	-	-	-	58.62M	47.75M	15.14%	5.68	10.75	6.51 - 37.99	-65.54%	101.08%	55.19	0.57	1.27M	-0.46%	9.45%	28.46%	35.23%	-62.71%	33.98%	1.18	0.83	6.38% 6.75%	13.46	10.75
MPW	15.69	15.59	-	9.40B	1.12B	1.59B	14.89	0.41	1.16	7.44%	112	Yes	Yes	2.10	8.30	12.20	0.85	5.90	1.05	37.77	5.21	-	-	1.14	1.14	1.36%	1.88	1.28	0.30	36.90%	9.80%	5.20%	23.30%	13.00%	272.50%	Apr 28 BMO	-8.56%	1.30%	-10.63%	83.50%	5.70%	13.20%	4.90%	97.30%	67.10%	70.50%	60.10%	598.68M	593.69M	7.90%	6.68	21.50	14.10 - 24.13	-35.39%	10.57%	43.63	0.48	7.02M	2.10%	-10.56%	-26.67%	-32.83%	-22.13%	-34.02%	0.74	0.51	2.49% 3.26%	15.66	21.50
MRAM	4.97	5.29	-	99.61M	6.70M	59.20M	1.51	1.06	-	-	75	Yes	Yes	1.50	16.08	18.83	0.80	1.68	3.50	5.01	16.60	3.60	4.30	0.15	0.03	-0.95%	0.33	0.28	0.05	148.00%	20.00%	15.60%	15.30%	38.80%	487.50%	May 11 AMC	-10.43%	4.40%	-3.27%	56.60%	17.80%	27.50%	15.70%	59.80%	12.20%	11.40%	0.00%	19.90M	19.12M	1.41%	2.02	9.50	4.88 - 14.36	-63.16%	8.40%	45.79	0.56	133.41K	0.95%	-14.40%	-33.38%	-47.47%	-8.64%	-53.19%	1.27	0.30	5.89% 5.14%	4.97	9.50
MP	32.22	31.19	-	5.76B	204.50M	438.20M	6.18	6.68	-	-	365	Yes	Yes	2.00	29.51	18.00	0.87	13.14	5.05	4.67	106.45	24.80	25.50	0.62	0.62	-8.70%	1.06	1.73	0.33	359.70%	33.76%	-	-	177.20%	391.90%	May 05 AMC	-14.90%	1.60%	-83.04%	69.40%	10.80%	20.70%	8.20%	81.40%	59.00%	46.70%	0.00%	176.36M	144.96M	8.24%	4.35	48.71	28.85 - 60.19	-48.18%	8.11%	39.93	0.68	2.75M	-2.77%	-25.97%	-41.53%	-31.47%	-15.04%	-31.33%	-	2.19	5.73% 6.00%	32.44	48.71
RELI	1.88	1.87	-	21.51M	-18.10M	11.60M	0.62	0.48	-	-	43	No	Yes	2.00	-	-	-	1.85	3.02	3.91	-	0.90	0.90	0.72	0.64	-20.63%	-1.77	-0.16	-0.05	-137.50%	-	-	-	82.60%	225.40%	-	-22.47%	47.41%	0.00%	6.30%	-54.70%	-647.70%	16.40%	75.90%	-41.70%	-	-	18.23M	5.96M	7.16%	3.14	7.00	1.83 - 10.49	-82.17%	1.99%	32.09	1.40	135.92K	-11.37%	-23.98%	-53.83%	-78.99%	-45.16%	-70.96%	-0.01	0.25	10.51% 11.64%	1.90	7.00
U	42.64	45.23	-	13.18B	-602.70M	1.20B	8.03	6.21	-	-	5864	Yes	Yes	1.80	-	340.08	-	11.02	5.63	7.28	392.13	3.50	3.50	0.72	0.72	14.28%	-2.10	0.13	-0.20	-82.90%	-	-	-	36.30%	-55.00%	May 10 AMC	1.01%	1.60%	-4.13%	75.50%	-15.90%	-27.70%	-13.00%	75.90%	-49.50%	-50.40%	-	294.34M	278.63M	8.22%	2.85	65.50	29.09 - 210.00	-78.46%	55.48%	54.39	0.90	8.03M	22.84%	2.05%	-51.83%	-62.62%	-57.00%	-68.37%	-	3.82	10.41% 9.24%	44.51	65.50
XM	13.62	14.46	-	8.11B	-1151.60M	1.17B	3.43	1.49	-	-	4808	Yes	Yes	1.90	-	237.05	-	6.91	4.22	9.69	-	1.40	1.40	0.00	0.00	11.85%	-2.13	0.06	0.00	-278.50%	30.00%	-	41.40%	40.70%	-22.50%	Jul 20 AMC	-2.15%	20.80%	1.02%	86.00%	-47.10%	-109.20%	-48.70%	72.50%	-97.90%	-98.20%	-	575.70M	143.43M	2.75%	1.91	36.53	11.33 - 49.03	-70.51%	27.66%	54.58	0.73	2.06M	15.59%	-2.63%	-45.76%	-52.02%	-58.61%	-59.15%	-	0.88	6.58% 6.44%	13.92	36.53
CROX	57.41	58.08	-	3.58B	700.10M	2.51B	5.84	2.79	-	-	5770	Yes	Yes	2.10	5.22	4.87	0.52	1.42	9.95	20.80	9.40	1.20	2.00	8.24	8.17	12.82%	11.13	11.93	2.70	149.50%	10.00%	95.20%	17.40%	43.50%	-18.80%	May 05 BMO	3.51%	3.80%	2.63%	82.50%	30.30%	260.50%	94.80%	59.40%	26.90%	27.90%	0.00%	59.82M	59.81M	4.88%	1.68	110.22	46.08 - 183.88	-68.41%	26.04%	58.02	0.84	1.73M	19.33%	-4.22%	-17.21%	-53.75%	-48.81%	-54.70%	1.89	3.29	7.88% 6.07%	58.11	110.22
CLBT	5.62	5.95	-	1.07B	123.20M	255.30M	-0.06	0.79	-	-	898	Yes	Yes	1.70	9.10	28.74	1.09	4.20	-	7.49	-	1.40	1.50	-	-	16.02%	0.65	0.21	0.03	-37.50%	8.36%	-	-	17.10%	1656.00%	May 12 BMO	18.72%	75.37%	0.00%	19.30%	36.50%	-357.30%	-4.00%	82.20%	3.00%	48.30%	0.00%	188.54M	46.43M	3.02%	7.19	8.88	4.10 - 13.24	-55.06%	45.12%	67.42	0.28	195.19K	16.67%	16.90%	-2.62%	-17.59%	-40.20%	-25.81%	-	0.34	7.73% 6.83%	5.69	8.88
SIRI	6.21	6.31	-	24.60B	1.40B	8.82B	-0.91	0.02	0.09	1.39%	5590	Yes	Yes	2.50	18.29	18.03	1.88	2.79	-	323.69	65.78	-	0.40	-	-	3.87%	0.34	0.35	0.08	916.90%	9.75%	16.30%	11.60%	6.20%	47.70%	Jul 28 BMO	2.95%	0.30%	-2.96%	11.90%	13.50%	-49.80%	27.70%	54.50%	24.80%	15.90%	21.00%	3.95B	704.62M	28.01%	10.54	7.27	5.69 - 6.78	-6.87%	10.90%	58.70	0.56	18.73M	2.94%	0.32%	-4.10%	6.48%	1.37%	3.13%	0.92	0.13	1.89% 2.34%	6.25	7.27
RA	18.79	19.24	-	959.31M	 Fund Inc. Stock Quote	-	-	-	2.39	12.42%	-	No	Yes	-	-	-	-	-	-	-	-	-	-	-	-	5.29%	-	-	-	-	-	-	-	-	-	-	-0.34%	-	-	14.49%	-	-	-	-	-	-	-	49.86M	-	-	1.24	-	16.32 - 22.63	-14.96%	17.89%	57.88	0.93	268.46K	4.40%	-2.38%	-8.42%	-9.25%	-13.68%	-8.86%	-	0.48	2.38% 2.76%	18.77	-
PEAK	26.48	26.22	S&P 500	14.24B	312.30M	1.94B	11.88	0.16	1.20	4.58%	196	Yes	Yes	2.20	45.52	54.74	15.70	7.35	2.21	159.87	-	-	-	0.99	0.99	2.87%	0.58	0.48	0.10	-20.10%	2.90%	-22.50%	-2.30%	9.50%	154.80%	Aug 02 AMC	-8.01%	0.30%	0.00%	99.60%	2.90%	6.50%	0.70%	59.00%	13.20%	22.10%	150.90%	539.35M	537.99M	1.69%	2.12	34.44	23.23 - 37.69	-30.43%	12.87%	45.38	0.68	4.28M	1.20%	-8.80%	-25.85%	-27.17%	-23.29%	-27.35%	0.78	0.78	2.53% 3.23%	26.40	34.44
KSS	28.52	29.17	-	3.63B	938.00M	19.26B	35.09	5.19	2.00	6.86%	35000	Yes	Yes	2.50	4.49	5.41	-	0.19	0.83	5.62	6.10	0.30	1.40	1.03	0.97	-23.38%	6.49	5.39	1.22	698.80%	-1.03%	15.30%	-0.30%	-4.40%	20.90%	May 19 BMO	-33.72%	1.30%	0.00%	96.90%	6.10%	19.50%	13.60%	41.10%	7.70%	4.90%	19.00%	127.00M	126.89M	9.49%	2.33	34.82	26.82 - 64.38	-54.69%	8.76%	30.80	1.31	5.18M	-18.27%	-36.02%	-49.70%	-39.67%	-43.05%	-40.94%	1.79	2.65	7.41% 6.31%	28.26	34.82
BWEN	1.6	1.62	-	32.40M	1.70M	154.70M	2.63	0.04	-	-	493	Yes	Yes	2.50	18.20	-	0.76	0.21	0.62	40.50	-	0.40	1.10	0.39	0.08	-4.30%	0.09	-0.14	-0.11	265.40%	24.00%	10.70%	-4.20%	27.80%	-73.20%	May 06 BMO	-5.16%	7.70%	0.00%	21.90%	1.30%	3.00%	-5.30%	4.70%	-0.80%	1.10%	0.00%	19.71M	18.09M	2.29%	4.37	4.00	1.46 - 4.53	-64.24%	10.96%	46.38	0.31	94.64K	-1.22%	-16.92%	-19.00%	-13.83%	-63.01%	-13.83%	1.24	0.11	5.65% 7.17%	1.61	4.00
KVHI	8.48	8.46	-	159.47M	-10.40M	170.60M	6.78	0.88	-	-	607	Yes	Yes	1.50	-	17.48	-	0.93	1.25	9.61	-	1.80	2.60	0.00	0.00	2.06%	-0.57	0.48	-0.07	56.80%	30.00%	-2.50%	-0.50%	-2.80%	-13.30%	May 10 BMO	6.34%	9.00%	-0.37%	62.90%	-6.20%	-8.10%	-13.80%	34.90%	-11.10%	-6.10%	-	18.45M	16.75M	3.73%	4.95	12.00	6.89 - 12.71	-33.44%	22.79%	55.19	0.33	125.98K	-2.76%	1.08%	-6.05%	-7.03%	-30.43%	-7.94%	0.56	0.35	4.40% 4.28%	8.44	12.00
CRI	74.11	74.64	-	2.99B	317.50M	3.48B	22.73	17.55	3.00	4.02%	15900	Yes	Yes	2.30	9.92	7.97	1.53	0.86	3.28	4.25	150.07	1.00	1.60	1.08	0.54	3.65%	7.53	9.36	1.76	212.00%	6.50%	9.00%	1.70%	-0.80%	-15.20%	Apr 29 BMO	-3.08%	2.40%	0.21%	-	9.90%	31.60%	20.50%	46.70%	13.60%	9.10%	28.50%	40.27M	39.32M	6.09%	3.23	99.25	67.88 - 111.17	-32.86%	9.96%	52.23	0.67	741.22K	5.90%	-2.89%	-13.83%	-26.61%	-26.49%	-26.26%	1.27	2.34	3.19% 3.23%	74.12	99.25
NNI	85.51	86.1	-	3.23B	448.50M	1.57B	81.18	4.34	0.96	1.11%	7988	Yes	Yes	3.00	7.35	14.00	-	2.06	1.06	19.83	-	-	-	5.58	5.42	4.54%	11.72	6.15	1.78	12.70%	-6.91%	11.00%	3.00%	39.50%	53.20%	May 09 AMC	4.18%	1.70%	-0.39%	51.30%	-	-	1.80%	80.00%	-	-	-	38.04M	15.53M	2.39%	3.71	90.00	72.00 - 99.79	-13.71%	19.58%	58.79	0.78	100.16K	1.00%	-0.59%	1.10%	-10.11%	17.56%	-11.86%	0.68	2.03	1.98% 2.71%	85.68	90.00
SAND	5.81	5.77	-	1.10B	-	114.86M	3.20	-	0.06	1.04%	-	Yes	Yes	2.70	38.47	32.06	-	9.62	1.80	-	-	-	-	-	-	-7.78%	0.15	0.18	0.04	58.30%	-	-16.41%	-	0.40%	-29.60%	-	-11.77%	3.81%	0.00%	49.39%	-	-	-	-	-	-	-	191.43M	188.85M	2.41%	2.15	-	5.30 - 9.18	-37.15%	8.77%	37.97	0.51	2.12M	-3.03%	-15.89%	-31.55%	-1.87%	-24.48%	-6.94%	-	0.30	5.55% 4.97%	5.81	-
ABGI	9.8	9.8	-	189.53M	-0.90M	-	7.54	0.02	-	-	-	No	Yes	-	-	-	-	-	1.30	631.77	-	2.50	2.50	0.00	0.00	0.00%	-0.05	-	-	-	-	-	-	-	-78.90%	-	-0.03%	3.22%	0.00%	90.30%	-0.60%	-0.60%	-	-	-	-	-	19.33M	15.06M	0.01%	0.05	-	9.61 - 9.90	-1.01%	1.98%	50.55	0.00	37.35K	0.00%	0.10%	0.31%	0.31%	-2.00%	0.20%	-	0.01	0.00% 0.10%	9.79	-
NCLH	11.73	11.53	S&P 500	4.95B	-4119.10M	1.17B	3.61	4.98	-	-	34700	Yes	Yes	2.40	-	6.83	-	4.24	3.19	2.32	-	0.70	0.80	9.00	8.33	-4.35%	-10.59	1.69	-0.68	21.70%	-	-45.10%	-33.20%	4988.60%	43.40%	May 10 BMO	-22.73%	0.80%	2.78%	56.30%	-21.90%	-156.30%	-26.80%	-83.60%	-	-	-	417.74M	417.19M	10.08%	1.95	21.20	10.31 - 29.45	-60.85%	11.83%	42.25	0.77	21.61M	3.69%	-27.44%	-44.25%	-46.77%	-56.88%	-44.41%	2.53	1.02	9.08% 8.43%	11.81	21.20
LAW	23.42	25.03	-	1.41B	-33.30M	127.70M	4.50	4.24	-	-	470	Yes	Yes	1.50	-	-	-	11.04	5.56	5.91	-	13.60	13.60	0.00	0.00	28.90%	-0.57	-0.65	-0.20	-2.90%	32.70%	-	-	63.50%	-290.10%	May 12 AMC	7.81%	2.10%	-7.39%	90.50%	-14.10%	-18.90%	-8.90%	73.20%	-25.60%	-26.10%	-	57.97M	53.57M	6.62%	10.27	34.44	16.96 - 69.41	-63.94%	47.58%	62.98	1.12	345.38K	38.75%	13.00%	-25.13%	-15.58%	-	-29.99%	-	1.62	8.84% 7.84%	24.04	34.44
GSAT	1.31	1.35	-	2.39B	-96.80M	130.10M	0.19	0.01	-	-	329	Yes	Yes	3.00	-	-	-	18.40	7.11	208.17	18.63	0.50	0.70	0.71	0.71	8.61%	-0.05	-0.06	-0.01	4.40%	15.00%	12.50%	5.10%	21.90%	47.40%	May 05 AMC	11.13%	0.40%	0.00%	18.20%	-11.30%	-25.60%	-10.30%	59.00%	-43.60%	-74.30%	-	1.80B	682.16M	7.37%	14.79	1.03	0.90 - 2.78	-51.44%	49.58%	59.85	0.82	3.40M	9.76%	3.85%	-2.88%	26.17%	-14.01%	16.38%	0.37	0.08	6.06% 5.81%	1.33	1.03
AHCO	19.03	19.44	-	2.59B	184.50M	2.68B	15.78	0.90	-	-	10700	Yes	Yes	1.40	14.48	12.87	1.04	0.97	1.23	21.66	-	1.20	1.40	1.04	1.03	7.69%	1.34	1.51	0.26	134.60%	13.94%	-	-	46.50%	867.80%	May 10 BMO	16.84%	3.30%	24.19%	80.80%	-	-	4.00%	19.50%	-	-	-	134.02M	86.95M	6.64%	4.94	24.10	11.40 - 28.75	-32.38%	70.53%	65.34	0.51	1.17M	7.76%	8.24%	24.14%	-15.88%	-28.42%	-20.52%	0.40	0.80	4.17% 4.50%	19.26	24.10
MUDS	10.08	10.08	-	398.46M	-0.30M	-	7.35	0.00	-	-	4	Yes	Yes	-	-	-	-	-	1.37	-	-	0.00	0.00	0.00	0.00	0.07%	-0.01	-	-	-148.40%	-	-	-	-	97.30%	-	0.18%	-	-	93.20%	-0.10%	-0.10%	-	-	-	-	-	39.53M	31.62M	0.20%	0.65	-	9.82 - 11.78	-14.43%	2.65%	60.16	0.22	97.23K	0.00%	0.20%	0.50%	1.31%	-11.73%	1.41%	-	0.01	0.13% 0.14%	10.08	-
